gene,scaffold
contig_949_115,contig_949
contig_949_118,contig_949
contig_949_121,contig_949
contig_49_49,contig_49
contig_49_144,contig_49
contig_49_150,contig_49
contig_49_161,contig_49
contig_49_162,contig_49
contig_49_171,contig_49
contig_49_185,contig_49
contig_49_207,contig_49
contig_49_211,contig_49
contig_49_213,contig_49
contig_49_215,contig_49
contig_49_219,contig_49
contig_49_220,contig_49
contig_49_221,contig_49
contig_49_222,contig_49
contig_49_224,contig_49
contig_49_226,contig_49
contig_49_227,contig_49
contig_49_231,contig_49
contig_49_232,contig_49
contig_49_233,contig_49
contig_49_234,contig_49
contig_49_329,contig_49
contig_49_346,contig_49
contig_49_353,contig_49
contig_49_354,contig_49
contig_49_355,contig_49
contig_49_357,contig_49
contig_49_358,contig_49
contig_49_361,contig_49
contig_49_363,contig_49
contig_49_364,contig_49
contig_49_372,contig_49
contig_49_373,contig_49
contig_49_378,contig_49
contig_49_386,contig_49
contig_49_387,contig_49
contig_49_392,contig_49
contig_49_405,contig_49
contig_49_407,contig_49
contig_49_409,contig_49
contig_49_410,contig_49
contig_49_411,contig_49
contig_49_414,contig_49
contig_49_416,contig_49
contig_49_421,contig_49
contig_49_537,contig_49
contig_1555_7,contig_1555
contig_1555_11,contig_1555
contig_1555_15,contig_1555
contig_29742_34,contig_29742
contig_29742_38,contig_29742
contig_29742_41,contig_29742
contig_29742_42,contig_29742
contig_29742_43,contig_29742
contig_29742_46,contig_29742
contig_29742_48,contig_29742
contig_29742_61,contig_29742
contig_29742_67,contig_29742
contig_29742_69,contig_29742
contig_29742_76,contig_29742
contig_1523_16,contig_1523
contig_1523_20,contig_1523
contig_1523_27,contig_1523
contig_1523_29,contig_1523
contig_1523_30,contig_1523
contig_1523_33,contig_1523
contig_1523_34,contig_1523
contig_1523_36,contig_1523
contig_1523_214,contig_1523
contig_3683_8,contig_3683
contig_3683_34,contig_3683
contig_3683_52,contig_3683
contig_3683_53,contig_3683
contig_3683_55,contig_3683
contig_3683_57,contig_3683
contig_3683_58,contig_3683
contig_3683_71,contig_3683
contig_3683_77,contig_3683
contig_3683_78,contig_3683
contig_3683_185,contig_3683
contig_3683_214,contig_3683
contig_3683_215,contig_3683
contig_3683_229,contig_3683
contig_3683_238,contig_3683
contig_3683_240,contig_3683
contig_3683_241,contig_3683
contig_3683_245,contig_3683
contig_3683_246,contig_3683
contig_3683_247,contig_3683
contig_3683_250,contig_3683
contig_28616_4,contig_28616
contig_36286_18,contig_36286
contig_4957_40,contig_4957
contig_4957_42,contig_4957
contig_4957_45,contig_4957
contig_4957_46,contig_4957
contig_4957_49,contig_4957
contig_4957_61,contig_4957
contig_4957_73,contig_4957
contig_4957_82,contig_4957
contig_4957_96,contig_4957
contig_4957_103,contig_4957
contig_4957_105,contig_4957
contig_4957_106,contig_4957
contig_4957_107,contig_4957
contig_4957_108,contig_4957
contig_4957_110,contig_4957
contig_4957_111,contig_4957
contig_4957_112,contig_4957
contig_4957_113,contig_4957
contig_4957_114,contig_4957
contig_4957_115,contig_4957
contig_4957_116,contig_4957
contig_4957_117,contig_4957
contig_4957_118,contig_4957
contig_4957_119,contig_4957
contig_4957_120,contig_4957
contig_4957_121,contig_4957
contig_4957_122,contig_4957
contig_4957_123,contig_4957
contig_4957_124,contig_4957
contig_4957_125,contig_4957
contig_4957_126,contig_4957
contig_4957_127,contig_4957
contig_4957_128,contig_4957
contig_4957_129,contig_4957
contig_4957_130,contig_4957
contig_4957_131,contig_4957
contig_4957_133,contig_4957
contig_4957_134,contig_4957
contig_4957_135,contig_4957
contig_4957_136,contig_4957
contig_4957_137,contig_4957
contig_4957_138,contig_4957
contig_4957_139,contig_4957
contig_4957_140,contig_4957
contig_4957_141,contig_4957
contig_4957_142,contig_4957
contig_4957_147,contig_4957
contig_4957_154,contig_4957
contig_4957_155,contig_4957
contig_4957_159,contig_4957
contig_4957_161,contig_4957
contig_4957_162,contig_4957
contig_4957_165,contig_4957
contig_4957_167,contig_4957
contig_4957_168,contig_4957
contig_4957_169,contig_4957
contig_4957_184,contig_4957
contig_4957_192,contig_4957
contig_4957_195,contig_4957
contig_4957_203,contig_4957
contig_4957_211,contig_4957
contig_4957_219,contig_4957
contig_4957_238,contig_4957
contig_4957_241,contig_4957
contig_4957_245,contig_4957
contig_4957_251,contig_4957
contig_4957_253,contig_4957
contig_4957_255,contig_4957
contig_4957_265,contig_4957
contig_4957_266,contig_4957
contig_4957_279,contig_4957
contig_4957_285,contig_4957
contig_4957_297,contig_4957
contig_4957_318,contig_4957
contig_4957_348,contig_4957
contig_4957_350,contig_4957
contig_4957_352,contig_4957
contig_4957_362,contig_4957
contig_4957_375,contig_4957
contig_4957_380,contig_4957
contig_4957_424,contig_4957
contig_4957_425,contig_4957
contig_4957_437,contig_4957
contig_4957_439,contig_4957
contig_4957_440,contig_4957
contig_4957_441,contig_4957
contig_4957_442,contig_4957
contig_4957_443,contig_4957
contig_4957_444,contig_4957
contig_4957_445,contig_4957
contig_4957_446,contig_4957
contig_4957_448,contig_4957
contig_4957_449,contig_4957
contig_4957_452,contig_4957
contig_4957_453,contig_4957
contig_4957_454,contig_4957
contig_4957_456,contig_4957
contig_4957_474,contig_4957
contig_17673_24,contig_17673
contig_17673_40,contig_17673
contig_17673_62,contig_17673
contig_17673_125,contig_17673
contig_17673_128,contig_17673
contig_17673_130,contig_17673
contig_17673_169,contig_17673
contig_17673_179,contig_17673
contig_17673_182,contig_17673
contig_17673_187,contig_17673
contig_17673_189,contig_17673
contig_17673_191,contig_17673
contig_17673_196,contig_17673
contig_17673_202,contig_17673
contig_17673_203,contig_17673
contig_17673_204,contig_17673
contig_17673_208,contig_17673
contig_17673_217,contig_17673
contig_17673_228,contig_17673
contig_17673_234,contig_17673
contig_17673_239,contig_17673
contig_17673_240,contig_17673
contig_17673_253,contig_17673
contig_17673_254,contig_17673
contig_17673_286,contig_17673
contig_17673_288,contig_17673
contig_17673_290,contig_17673
contig_17673_291,contig_17673
contig_17673_292,contig_17673
contig_17673_293,contig_17673
contig_17673_297,contig_17673
contig_17673_298,contig_17673
contig_17673_300,contig_17673
contig_17673_310,contig_17673
contig_17673_318,contig_17673
contig_17673_322,contig_17673
contig_17673_344,contig_17673
contig_17673_370,contig_17673
contig_17673_372,contig_17673
contig_17673_375,contig_17673
contig_17673_403,contig_17673
contig_17673_404,contig_17673
contig_17673_405,contig_17673
contig_17673_406,contig_17673
contig_17673_407,contig_17673
contig_17673_408,contig_17673
contig_17673_410,contig_17673
contig_17673_412,contig_17673
contig_17673_414,contig_17673
contig_17673_415,contig_17673
contig_17673_417,contig_17673
contig_17673_418,contig_17673
contig_17673_419,contig_17673
contig_17673_420,contig_17673
contig_17673_421,contig_17673
contig_17673_423,contig_17673
contig_17673_425,contig_17673
contig_17673_426,contig_17673
contig_17673_429,contig_17673
contig_17673_432,contig_17673
contig_17673_436,contig_17673
contig_17673_440,contig_17673
contig_17673_443,contig_17673
contig_17673_444,contig_17673
contig_17673_447,contig_17673
contig_17673_448,contig_17673
contig_17673_455,contig_17673
contig_17673_456,contig_17673
contig_17673_469,contig_17673
contig_17673_471,contig_17673
contig_17673_498,contig_17673
contig_17673_503,contig_17673
contig_17673_509,contig_17673
contig_17673_511,contig_17673
contig_17673_512,contig_17673
contig_17673_513,contig_17673
contig_17673_515,contig_17673
contig_17673_517,contig_17673
contig_17673_519,contig_17673
contig_17673_520,contig_17673
contig_17673_521,contig_17673
contig_17673_537,contig_17673
contig_17673_541,contig_17673
contig_17673_542,contig_17673
contig_17673_543,contig_17673
contig_17673_544,contig_17673
contig_17673_546,contig_17673
contig_17673_547,contig_17673
contig_17673_548,contig_17673
contig_17673_550,contig_17673
contig_17673_560,contig_17673
contig_17673_593,contig_17673
contig_55_41,contig_55
contig_55_46,contig_55
contig_55_49,contig_55
contig_55_51,contig_55
contig_55_60,contig_55
contig_55_65,contig_55
contig_55_67,contig_55
contig_55_69,contig_55
contig_55_70,contig_55
contig_55_73,contig_55
contig_55_76,contig_55
contig_55_82,contig_55
contig_55_96,contig_55
contig_55_99,contig_55
contig_55_100,contig_55
contig_55_105,contig_55
contig_55_110,contig_55
contig_55_111,contig_55
contig_55_113,contig_55
contig_55_115,contig_55
contig_55_117,contig_55
contig_55_118,contig_55
contig_55_124,contig_55
contig_55_127,contig_55
contig_55_134,contig_55
contig_55_139,contig_55
contig_55_140,contig_55
contig_55_141,contig_55
contig_55_142,contig_55
contig_55_143,contig_55
contig_55_145,contig_55
contig_55_146,contig_55
contig_55_147,contig_55
contig_55_149,contig_55
contig_55_151,contig_55
contig_55_152,contig_55
contig_55_153,contig_55
contig_55_155,contig_55
contig_55_157,contig_55
contig_55_180,contig_55
contig_55_189,contig_55
contig_55_190,contig_55
contig_55_191,contig_55
contig_55_193,contig_55
contig_55_202,contig_55
contig_55_203,contig_55
contig_55_204,contig_55
contig_55_212,contig_55
contig_55_216,contig_55
contig_55_217,contig_55
contig_55_218,contig_55
contig_55_219,contig_55
contig_55_244,contig_55
contig_55_246,contig_55
contig_55_292,contig_55
contig_55_297,contig_55
contig_55_308,contig_55
contig_55_316,contig_55
contig_55_321,contig_55
contig_55_322,contig_55
contig_1550_39,contig_1550
contig_1550_45,contig_1550
contig_1550_54,contig_1550
contig_1550_59,contig_1550
contig_1550_61,contig_1550
contig_1550_64,contig_1550
contig_1550_65,contig_1550
contig_1550_70,contig_1550
contig_1550_73,contig_1550
contig_1550_78,contig_1550
contig_1550_79,contig_1550
contig_1550_82,contig_1550
contig_1550_90,contig_1550
contig_1550_102,contig_1550
contig_1550_109,contig_1550
contig_1550_113,contig_1550
contig_1550_117,contig_1550
contig_1550_120,contig_1550
contig_1550_122,contig_1550
contig_1550_134,contig_1550
contig_1550_135,contig_1550
contig_1550_145,contig_1550
contig_7964_26,contig_7964
contig_7964_27,contig_7964
contig_7964_29,contig_7964
contig_7964_33,contig_7964
contig_7964_56,contig_7964
contig_7964_61,contig_7964
contig_7964_66,contig_7964
contig_7964_67,contig_7964
contig_7964_68,contig_7964
contig_7964_69,contig_7964
contig_7964_70,contig_7964
contig_7964_152,contig_7964
contig_7964_170,contig_7964
contig_7964_175,contig_7964
contig_7964_176,contig_7964
contig_7964_182,contig_7964
contig_7964_187,contig_7964
contig_7964_197,contig_7964
contig_7964_210,contig_7964
contig_7964_214,contig_7964
contig_7964_239,contig_7964
contig_1553_25,contig_1553
contig_1553_54,contig_1553
contig_1553_58,contig_1553
contig_35872_31,contig_35872
contig_8614_6,contig_8614
contig_8614_9,contig_8614
contig_8614_11,contig_8614
contig_8614_49,contig_8614
contig_8614_57,contig_8614
contig_8614_63,contig_8614
contig_8614_68,contig_8614
contig_8614_72,contig_8614
contig_8614_73,contig_8614
contig_8614_75,contig_8614
contig_8614_76,contig_8614
contig_8614_88,contig_8614
contig_8614_90,contig_8614
contig_8614_91,contig_8614
contig_1121_69,contig_1121
contig_1121_73,contig_1121
contig_1121_75,contig_1121
contig_1121_78,contig_1121
contig_4432_5,contig_4432
contig_4432_6,contig_4432
contig_10422_7,contig_10422
contig_10422_16,contig_10422
contig_10422_17,contig_10422
contig_50832_5,contig_50832
contig_52442_12,contig_52442
contig_52442_16,contig_52442
contig_52442_17,contig_52442
contig_52442_18,contig_52442
contig_52442_19,contig_52442
contig_32697_2,contig_32697
contig_32697_3,contig_32697
contig_13077_8,contig_13077
contig_57984_13,contig_57984
contig_57984_14,contig_57984
contig_57984_15,contig_57984
contig_57984_16,contig_57984
contig_57984_19,contig_57984
contig_57984_20,contig_57984
contig_57984_22,contig_57984
contig_47923_3,contig_47923
contig_47923_8,contig_47923
contig_47923_10,contig_47923
contig_47923_12,contig_47923
contig_47923_14,contig_47923
contig_47923_16,contig_47923
contig_47923_17,contig_47923
contig_10091_1,contig_10091
contig_10091_7,contig_10091
contig_10091_8,contig_10091
contig_10091_9,contig_10091
contig_10091_11,contig_10091
contig_10091_12,contig_10091
contig_10091_14,contig_10091
contig_10091_17,contig_10091
contig_24108_26,contig_24108
contig_24108_44,contig_24108
contig_33455_4,contig_33455
contig_28100_3,contig_28100
contig_28100_4,contig_28100
contig_28100_6,contig_28100
contig_28100_7,contig_28100
contig_37989_15,contig_37989
contig_37989_16,contig_37989
contig_23472_6,contig_23472
contig_23472_14,contig_23472
contig_37929_4,contig_37929
contig_47029_1,contig_47029
contig_34445_1,contig_34445
contig_34445_5,contig_34445
contig_34445_6,contig_34445
contig_34445_12,contig_34445
contig_34445_13,contig_34445
contig_42811_2,contig_42811
contig_42811_4,contig_42811
contig_42811_5,contig_42811
contig_42811_6,contig_42811
contig_42811_7,contig_42811
contig_42811_8,contig_42811
contig_42811_9,contig_42811
contig_42811_10,contig_42811
contig_17841_13,contig_17841
contig_4436_8,contig_4436
contig_45068_11,contig_45068
contig_45068_12,contig_45068
contig_59992_2,contig_59992
contig_52588_12,contig_52588
contig_13358_6,contig_13358
contig_13358_7,contig_13358
contig_13358_9,contig_13358
contig_26276_4,contig_26276
contig_26276_5,contig_26276
contig_26276_6,contig_26276
contig_26276_15,contig_26276
contig_26276_17,contig_26276
contig_26276_19,contig_26276
contig_26276_20,contig_26276
contig_26276_23,contig_26276
contig_52776_3,contig_52776
contig_15436_3,contig_15436
contig_10666_7,contig_10666
contig_59536_5,contig_59536
contig_19562_10,contig_19562
contig_19562_24,contig_19562
contig_19562_30,contig_19562
contig_19562_31,contig_19562
contig_19562_32,contig_19562
contig_31442_11,contig_31442
contig_31442_15,contig_31442
contig_31442_16,contig_31442
contig_31442_20,contig_31442
contig_31442_37,contig_31442
contig_31442_38,contig_31442
contig_31442_40,contig_31442
contig_55761_6,contig_55761
contig_55761_7,contig_55761
contig_55761_25,contig_55761
contig_55761_32,contig_55761
contig_55761_33,contig_55761
contig_55761_34,contig_55761
contig_55761_49,contig_55761
contig_49937_31,contig_49937
contig_43289_18,contig_43289
contig_12606_19,contig_12606
contig_34735_1,contig_34735
contig_34735_4,contig_34735
contig_34735_6,contig_34735
contig_34735_7,contig_34735
contig_34735_8,contig_34735
contig_34735_9,contig_34735
contig_34735_13,contig_34735
contig_9918_11,contig_9918
contig_9918_13,contig_9918
contig_9918_19,contig_9918
contig_9918_20,contig_9918
contig_9918_21,contig_9918
contig_9918_22,contig_9918
contig_9918_32,contig_9918
contig_9918_47,contig_9918
contig_9918_50,contig_9918
contig_9918_51,contig_9918
contig_9918_52,contig_9918
contig_9918_56,contig_9918
contig_9918_58,contig_9918
contig_33627_13,contig_33627
contig_33627_15,contig_33627
contig_33627_20,contig_33627
contig_41620_6,contig_41620
contig_41620_7,contig_41620
contig_41620_10,contig_41620
contig_41620_18,contig_41620
contig_41620_22,contig_41620
contig_41620_27,contig_41620
contig_41620_28,contig_41620
contig_41620_30,contig_41620
contig_41620_31,contig_41620
contig_41620_37,contig_41620
contig_41620_39,contig_41620
contig_41620_40,contig_41620
contig_41620_43,contig_41620
contig_41620_56,contig_41620
contig_41620_65,contig_41620
contig_41620_67,contig_41620
contig_22050_5,contig_22050
contig_22050_6,contig_22050
contig_22050_7,contig_22050
contig_22050_49,contig_22050
contig_22050_50,contig_22050
contig_22050_51,contig_22050
contig_22050_52,contig_22050
contig_22050_53,contig_22050
contig_22050_54,contig_22050
contig_22050_55,contig_22050
contig_22050_56,contig_22050
contig_19296_2,contig_19296
contig_31337_21,contig_31337
contig_16691_8,contig_16691
contig_16691_12,contig_16691
contig_16691_13,contig_16691
contig_2602_7,contig_2602
contig_4434_8,contig_4434
contig_4434_9,contig_4434
contig_4434_10,contig_4434
contig_4434_11,contig_4434
contig_4434_13,contig_4434
contig_4434_16,contig_4434
contig_25113_4,contig_25113
contig_25113_5,contig_25113
contig_25113_10,contig_25113
contig_25113_13,contig_25113
contig_51317_9,contig_51317
contig_5101_1,contig_5101
contig_5101_2,contig_5101
contig_57931_6,contig_57931
contig_16689_50,contig_16689
contig_16689_54,contig_16689
contig_16689_58,contig_16689
contig_16689_59,contig_16689
contig_57498_10,contig_57498
contig_57498_11,contig_57498
contig_57498_15,contig_57498
contig_57498_16,contig_57498
contig_57498_18,contig_57498
contig_57498_21,contig_57498
contig_57498_23,contig_57498
contig_57498_26,contig_57498
contig_57498_27,contig_57498
contig_57498_28,contig_57498
contig_57498_29,contig_57498
contig_57498_30,contig_57498
contig_38273_1,contig_38273
contig_38273_10,contig_38273
contig_38273_11,contig_38273
contig_38273_12,contig_38273
contig_38273_17,contig_38273
contig_38273_18,contig_38273
contig_38273_19,contig_38273
contig_57489_2,contig_57489
contig_57489_3,contig_57489
contig_57489_4,contig_57489
contig_57489_5,contig_57489
contig_57489_6,contig_57489
contig_57489_7,contig_57489
contig_57489_8,contig_57489
contig_29215_3,contig_29215
contig_46227_19,contig_46227
contig_44654_7,contig_44654
contig_44654_8,contig_44654
contig_44654_9,contig_44654
contig_44654_31,contig_44654
contig_3841_36,contig_3841
contig_3841_38,contig_3841
contig_58848_5,contig_58848
contig_58848_8,contig_58848
contig_58848_12,contig_58848
contig_28419_9,contig_28419
contig_28419_12,contig_28419
contig_28419_13,contig_28419
contig_28419_17,contig_28419
contig_55676_11,contig_55676
contig_55676_12,contig_55676
contig_55676_13,contig_55676
contig_55676_17,contig_55676
contig_55676_43,contig_55676
contig_55676_62,contig_55676
contig_55676_83,contig_55676
contig_55676_85,contig_55676
contig_55676_92,contig_55676
contig_51000_11,contig_51000
contig_51000_14,contig_51000
contig_51000_15,contig_51000
contig_51000_16,contig_51000
contig_51000_18,contig_51000
contig_24282_6,contig_24282
contig_24282_7,contig_24282
contig_24282_15,contig_24282
contig_24282_45,contig_24282
contig_24282_47,contig_24282
contig_24107_32,contig_24107
contig_7922_9,contig_7922
contig_7922_16,contig_7922
contig_7922_25,contig_7922
contig_7922_27,contig_7922
contig_7922_28,contig_7922
contig_58867_17,contig_58867
contig_58867_18,contig_58867
contig_58867_19,contig_58867
contig_58867_20,contig_58867
contig_37794_3,contig_37794
contig_37794_9,contig_37794
contig_37794_12,contig_37794
contig_37794_13,contig_37794
contig_37794_14,contig_37794
contig_37794_15,contig_37794
contig_37794_17,contig_37794
contig_56385_2,contig_56385
contig_56385_5,contig_56385
contig_56385_21,contig_56385
contig_56385_39,contig_56385
contig_56385_42,contig_56385
contig_56385_45,contig_56385
contig_42648_1,contig_42648
contig_42648_2,contig_42648
contig_42648_7,contig_42648
contig_42648_9,contig_42648
contig_42648_10,contig_42648
contig_42648_16,contig_42648
contig_42648_17,contig_42648
contig_42648_18,contig_42648
contig_42648_26,contig_42648
contig_42648_27,contig_42648
contig_42648_29,contig_42648
contig_42648_30,contig_42648
contig_42648_36,contig_42648
contig_19549_3,contig_19549
contig_19549_5,contig_19549
contig_19549_6,contig_19549
contig_19549_8,contig_19549
contig_19549_9,contig_19549
contig_19549_10,contig_19549
contig_19549_11,contig_19549
contig_19549_12,contig_19549
contig_19549_13,contig_19549
contig_19549_14,contig_19549
contig_19549_15,contig_19549
contig_19549_16,contig_19549
contig_19549_17,contig_19549
contig_19549_18,contig_19549
contig_19549_19,contig_19549
contig_19549_20,contig_19549
contig_19549_21,contig_19549
contig_19549_22,contig_19549
contig_19549_23,contig_19549
contig_19549_24,contig_19549
contig_19549_25,contig_19549
contig_19549_26,contig_19549
contig_19549_27,contig_19549
contig_19549_28,contig_19549
contig_19549_29,contig_19549
contig_19549_30,contig_19549
contig_19549_31,contig_19549
contig_4938_3,contig_4938
contig_4938_20,contig_4938
contig_4938_22,contig_4938
contig_4938_24,contig_4938
contig_4938_28,contig_4938
contig_4938_32,contig_4938
contig_4938_34,contig_4938
contig_60009_6,contig_60009
contig_60009_9,contig_60009
contig_60009_11,contig_60009
contig_60009_12,contig_60009
contig_60009_14,contig_60009
contig_60009_17,contig_60009
contig_60009_23,contig_60009
contig_60009_24,contig_60009
contig_60009_34,contig_60009
contig_30377_6,contig_30377
contig_30377_21,contig_30377
contig_43376_11,contig_43376
contig_43376_14,contig_43376
contig_43376_15,contig_43376
contig_43376_16,contig_43376
contig_43376_17,contig_43376
contig_43376_22,contig_43376
contig_43376_23,contig_43376
contig_1072_6,contig_1072
contig_1333_15,contig_1333
contig_43038_13,contig_43038
contig_43038_14,contig_43038
contig_43038_23,contig_43038
contig_24139_4,contig_24139
contig_24139_24,contig_24139
contig_24139_27,contig_24139
contig_26853_4,contig_26853
contig_52306_10,contig_52306
contig_52306_11,contig_52306
contig_52306_13,contig_52306
contig_1613_9,contig_1613
contig_1613_12,contig_1613
contig_1613_15,contig_1613
contig_1613_16,contig_1613
contig_1613_17,contig_1613
contig_1613_20,contig_1613
contig_1613_31,contig_1613
contig_1613_41,contig_1613
contig_38279_1,contig_38279
contig_37947_30,contig_37947
contig_47702_19,contig_47702
contig_47702_20,contig_47702
contig_47702_40,contig_47702
contig_47702_44,contig_47702
contig_47702_47,contig_47702
contig_47702_48,contig_47702
contig_47702_49,contig_47702
contig_47702_50,contig_47702
contig_47702_51,contig_47702
contig_47702_52,contig_47702
contig_40795_5,contig_40795
contig_27935_42,contig_27935
contig_58173_3,contig_58173
contig_39982_18,contig_39982
contig_39982_19,contig_39982
contig_39982_23,contig_39982
contig_39982_24,contig_39982
contig_39982_27,contig_39982
contig_47465_11,contig_47465
contig_52281_8,contig_52281
contig_52281_9,contig_52281
contig_52281_10,contig_52281
contig_52281_14,contig_52281
contig_52281_15,contig_52281
contig_52281_19,contig_52281
contig_52281_20,contig_52281
contig_52281_25,contig_52281
contig_52281_28,contig_52281
contig_52281_29,contig_52281
contig_52281_30,contig_52281
contig_52281_32,contig_52281
contig_5127_2,contig_5127
contig_5127_4,contig_5127
contig_5127_7,contig_5127
contig_5127_17,contig_5127
contig_5127_18,contig_5127
contig_5127_19,contig_5127
contig_5127_20,contig_5127
contig_5127_21,contig_5127
contig_5127_24,contig_5127
contig_5127_41,contig_5127
contig_30409_8,contig_30409
contig_30409_12,contig_30409
contig_25430_34,contig_25430
